Name,LastName,ScholarID,ScopusID,NameEn,Affiliation,Email,Citation,ImagePath
رقیه,یزدانی,BJgJGicAAAAJ,55984841000,Roghayeh Yazdani,University of Isfahan,sci.ui.ac.ir,90,img\Roghayeh Yazdani-BJgJGicAAAAJ.jpg
نورالله,مجیدی,UrPN6joAAAAJ,57221411988,Noorollah Majidi,Ph.D  University of Isfahan,trn.ui.ac.ir,90,img\Noorollah Majidi-UrPN6joAAAAJ.jpg
احمد,شانه ساز زاده,ZPXIEmMAAAAJ,22935417000,Ahmad Shanehsazzadeh,University of Isfahan,eng.ui.ac.ir,90,img\Ahmad Shanehsazzadeh-ZPXIEmMAAAAJ.jpg
رضوان,متولیان,rkWIzi8AAAAJ,57105463500,Rezvan Motavallian,University of Isfahan,fgn.ui.ac.ir,90,img\Rezvan Motavallian-rkWIzi8AAAAJ.jpg
سید محمد,صابرعلی,hQCX6k0AAAAJ,8634289800,Sayed Mohammad Saberali,Associate Professor  University of Isfahan,eng.ui.ac.ir,89,img\Sayed Mohammad Saberali-hQCX6k0AAAAJ.jpg
حسن,زمانی,980LGoQAAAAJ,57207459466,Hasan Zamani,University of Isfahan,eng.ui.ac.ir,89,img\Hasan Zamani-980LGoQAAAAJ.jpg
سیدعلی,محمودی,jSizoHoAAAAJ,57216361670,Seyed Ali Mahmoudy,Researcher  University of Isfahan,trn.ui.ac.ir,88,img\Seyed Ali Mahmoudy-jSizoHoAAAAJ.jpg
علی,مهرور,rnIi7IEAAAAJ,57196390819,Ali Mehrvar,Assistant Professor of Mechanical Engineering  University of Isfahan,shr.ui.ac.ir,88,img\Ali Mehrvar-rnIi7IEAAAAJ.jpg
پیام,عباسی,1toEZ5oAAAAJ,55661872300,Pyeaam Abbasi,University of Isfahan,fgn.ui.ac.ir,87,img\Pyeaam Abbasi-1toEZ5oAAAAJ.jpg
منوچهر,توسلی نائینی,WY5210MAAAAJ,57217009425,Manucheher Tavassoli Naini,Associate professor of law- University of Isfahan,ase.ui.ac.ir,85,img\Manucheher Tavassoli Naini-WY5210MAAAAJ.jpg
مرتضی,شریفی,1-zQ8i0AAAAJ,35735096500,mortaza sharifi,associate professor of geology  Isfahan university  Iran,sci.ui.ac.ir,85,img\mortaza sharifi-1-zQ8i0AAAAJ.jpg
ملیحه,جوانی,u1g7mKwAAAAJ,,maliheh javani,Department of Management  University of Isfahan,ase.ui.ac.ir,85,img\maliheh javani-u1g7mKwAAAAJ.jpg
علی,محرابی,HkuaOtoAAAAJ,58491858900,Ali Mehrabi,Assistant professor in University of Isfahan,edu.ui.ac.ir,83,img\Ali Mehrabi-HkuaOtoAAAAJ.jpg
فاطمه,فتحی نژاد,0-MY9rYAAAAJ,56998661900,Fatemeh Fathinezhad,Ph.D in Artificial intelligence at University of Isfahan,eng.ui.ac.ir,83,img\Fatemeh Fathinezhad-0-MY9rYAAAAJ.jpg
سیدامین,عظیمی,noQGa-wAAAAJ,,Sayedamin Azimi,University of Isfahan,edu.ui.ac.ir,83,img\Sayedamin Azimi-noQGa-wAAAAJ.jpg
محمدحسین,باقری,T14cQUMAAAAJ,56954508100,Mohammad Hossein Bagheri,Ph.D. Candidate  University of Isfahan,trn.ui.ac.ir,81,img\Mohammad Hossein Bagheri-T14cQUMAAAAJ.jpg
فاطمه,کریمی خوزانی,Uqx3yWkAAAAJ,,Fatemeh Karimi-khozani,University of Isfahan,sci.ui.ac.ir,81,img\Fatemeh Karimi-khozani-Uqx3yWkAAAAJ.jpg
راضیه,طالبی,QrqOWjEAAAAJ,54682309900,Razieh Talebi,University of Isfahan,sci.ui.ac.ir,80,img\Razieh Talebi-QrqOWjEAAAAJ.jpg
محمود,جلالی کروه,KphwsvQAAAAJ,55879714400,Mahmoud Jalali Karveh,Associate Professor of International Law  University of Isfahan,ase.ui.ac.ir,80,img\Mahmoud Jalali Karveh-KphwsvQAAAAJ.jpg
راضیه,واحد,YOJkKdcAAAAJ,55902124000,Razieh Vahed,Assistant professor  Department of Mathematics  Khansar Campus  University of Isfahan,khc.ui.ac.ir,79,img\Razieh Vahed-YOJkKdcAAAAJ.jpg
محمد,علی عسگریان,CO8LJVMAAAAJ,55920528800,Ali Asgarian  Mohammad,University of Isfahan,ast.ui.ac.ir,78,img\Ali Asgarian  Mohammad-CO8LJVMAAAAJ.jpg
نگین,برات دستجردی,ZDzUSZ8AAAAJ,57199371683,negin barat dastjerdi,assisstence professori university of isfahan,edu.ui.ac.ir,78,img\negin barat dastjerdi-ZDzUSZ8AAAAJ.jpg
سید رسول,ذاکر,H-QUqzQAAAAJ,55357095500,Sayed Rasoul Zaker,University of Isfahan,sci.ui.ac.ir,78,img\Sayed Rasoul Zaker-H-QUqzQAAAAJ.jpg
رضا,علی نوروزی,c8-xy2gAAAAJ,55256184800,Reza Ali Nowrozi,Associate professor Education Department  University of Isfahan,edu.ui.ac.ir,77,img\Reza Ali Nowrozi-c8-xy2gAAAAJ.jpg
زینت,چنگانی,6bv3ppUAAAAJ,57214838299,Zinat Changani,PhD of Nano-biotechnology  University of Isfahan,ast.ui.ac.ir,76,img\Zinat Changani-6bv3ppUAAAAJ.jpg
محسن,بصیری کجانی,H7KjjKYAAAAJ,57192206910,Mohsen Basiri-Kejani,Department of Electrical Engineering  University of Isfahan  Isfahan  Iran,eng.ui.ac.ir,75,img\Mohsen Basiri-Kejani-H7KjjKYAAAAJ.jpg
منصوره,اژه ای,Q-EUwmIAAAAJ,57195031837,Mansooreh Ezhei,Assistance Professor of Software engineering   University of Isfahan,eng.ui.ac.ir,75,img\Mansooreh Ezhei-Q-EUwmIAAAAJ.jpg
علی,شریفی,hn0mZCcAAAAJ,58694933600,Ali Sharifi (ORCID: 0000-0001-6009-6823),Assistant Professor  Faculty of Education and psychology  University of Isfahan,edu.ui.ac.ir,74,img\Ali Sharifi (ORCID: 0000-0001-6009-6823)-hn0mZCcAAAAJ.jpg
علی,ذاکری,GXBuIfMAAAAJ,57191988210,Ali Zackery,Assistant professor of foresight  University of Isfahan,ast.ui.ac.ir,71,img\Ali Zackery-GXBuIfMAAAAJ.jpg
یوسف,شاگلی,RhroIigAAAAJ,56414932600,Yousef Shaghool,associate professor of philosophy University of Isfahan,ltr.ui.ac.ir,71,img\Yousef Shaghool-RhroIigAAAAJ.jpg
حامد,یزدیان,#NAME?,56288570300,hamed yazdian,Assistant Professor of civil engineering University of Isfahan  water resource management,eng.ui.ac.ir,70,img\hamed yazdian--Wg4AM4AAAAJ.jpg
مرجان,تاجیک,BVYpNsEAAAAJ,57191173141,Marjan Tajik,Department of Physics  University of Isfahan  Hezar Jarib Street  Isfahan 81746-73441  Iran,sci.ui.ac.ir,69,img\Marjan Tajik-BVYpNsEAAAAJ.jpg
معصومه,عموزاده,XxWvU1IAAAAJ,55992962200,masoomeh amoozadeh,Postdoctoral fellow at Isfahan University,ast.ui.ac.ir,69,img\masoomeh amoozadeh-XxWvU1IAAAAJ.jpg
سید میثم,دیباجی,n0hoCjUAAAAJ,57198515328,Sayyed Meysam Dibaji,Post Doc Researcher  University of Isfahan,edu.ui.ac.ir,69,img\Sayyed Meysam Dibaji-n0hoCjUAAAAJ.jpg
بابک,صفاری,dkYm5iMAAAAJ,23989387900,Babak Saffari,Assistant Professor of Economics  University of Isfahan,ase.ui.ac.ir,69,img\Babak Saffari-dkYm5iMAAAAJ.jpg
محمود,بتشکن,ra3V0VgAAAAJ,55623776400,Mahmoud Botshekan,Assistant Professor  Department of Management  University of Isfahan,ase.ui.ac.ir,68,img\Mahmoud Botshekan-ra3V0VgAAAAJ.jpg
حدائق,رضایی,nuBGJkoAAAAJ,57195350244,Dr. Hadaegh Rezaei,Associate Professor  University of Isfahan,fgn.ui.ac.ir,68,img\Dr. Hadaegh Rezaei-nuBGJkoAAAAJ.jpg
هما,اسدی,AMaODjwAAAAJ,57215008888,Homa Asadi,University of Isfahan,fgn.ui.ac.ir,67,img\Homa Asadi-AMaODjwAAAAJ.jpg
فتانه,زمانی,n3M4aewAAAAJ,55580869500,Fatane Zamani,Department of Geology  Faculty of Sciences  Isfahan University,sci.ui.ac.ir,66,img\Fatane Zamani-n3M4aewAAAAJ.jpg
مرتضی,حق شناس,_QFibh8AAAAJ,57188978252,Morteza Haghshenas,PhD (Power and Energy)  University of Isfahan,eng.ui.ac.ir,66,img\Morteza Haghshenas-_QFibh8AAAAJ.jpg
علیرضا,رهروی دستجردی,fuF-MK0AAAAJ,57209258987,Alireza Rahrovi Dastjerdi,Assistant Professor  Accounting Department  University of Isfahan,ase.ui.ac.ir,66,img\Alireza Rahrovi Dastjerdi-fuF-MK0AAAAJ.jpg
فرید,چراغی,Lszo1kgAAAAJ,,Farid Cheraghi,Department of Civil Engineering and Transportation  University of Isfahan,cet.ui.ac.ir,65,img\Farid Cheraghi-Lszo1kgAAAAJ.jpg
امین,رستمی,1CHw9rIAAAAJ,59082046300,Amin Rostami,Assistant Professor  Department of Accounting  University of Isfahan,ase.ui.ac.ir,65,img\Amin Rostami-1CHw9rIAAAAJ.jpg
سعید,مهرابی,lGmhr5cAAAAJ,56880112100,Hamid Mehrabi,Assistant Professor  University of Isfahan,eng.ui.ac.ir,65,img\Hamid Mehrabi-lGmhr5cAAAAJ.jpg
زهرا,منصوروار,nbIN68AAAAAJ,56272860000,Zahra Mansourvar,Assistant Professor of Statistics  University of Isfahan,sci.ui.ac.ir,65,img\Zahra Mansourvar-nbIN68AAAAAJ.jpg
حسین,مسعودنیا,fnrGZ8cAAAAJ,55567454000,hossein masoudnia,Associate Professor  Department of Political Science  University of Isfahan  Iran.,ase.ui.ac.ir,65,img\hossein masoudnia-fnrGZ8cAAAAJ.jpg
سعید,اصفری,b4XWO3kAAAAJ,57214590199,Saeid Asghari,University of Isfahan,sci.ui.ac.ir,65,img\Saeid Asghari-b4XWO3kAAAAJ.jpg
مهسا,جهانی,C2xfPLsAAAAJ,57193726531,Mahsa Jahani,MSc of Mechanical Engineering/ Applied Design  University of Isfahan  Iran,eng.ui.ac.ir,64,img\Mahsa Jahani-C2xfPLsAAAAJ.jpg
محسن,یزدی نژاد,sM1nJ3cAAAAJ,57216203547,Mohsen Yazdinejad,PhD Candidate  Artificial Intelligence  University of Isfahan,eng.ui.ac.ir,64,img\Mohsen Yazdinejad-sM1nJ3cAAAAJ.jpg
زهرا,مهرابی,m25RAyMAAAAJ,58422191800,Zahra Mehrabi,Ph.D in Chemical engineering (Biotechnology) Department of Biotechnology  University of â€¦,ast.ui.ac.ir,64,img\Zahra Mehrabi-m25RAyMAAAAJ.jpg
محسن,کیانی,zZdsl6cAAAAJ,58833047700,Mohsen Kiani ظ…ط­ط³ظ† ع©غŒط§ظ†غŒ,Department of Computer Science  Khansar Campus  University of Isfahan,khc.ui.ac.ir,63,img\Mohsen Kiani ظ…ط­ط³ظ† ع©غŒط§ظ†غŒ-zZdsl6cAAAAJ.jpg
حجت,تن زاده,WY3SK7oAAAAJ,57204880308,Hojat Tanzadeh,PhD Candidate of Structural Engineering  University of Isfahan,trn.ui.ac.ir,62,img\Hojat Tanzadeh-WY3SK7oAAAAJ.jpg
شهروز,ابراهیمی,XgKTQScAAAAJ,58204945900,shahrouz ebrahimi,Associate Professor  Department of Political Science  University of Isfahan  Iran.,ase.ui.ac.ir,62,img\shahrouz ebrahimi-XgKTQScAAAAJ.jpg
پگاه,زنجانچی,Muk1xZUAAAAJ,56786263200,Pegah Zanjanchi,PhD. in Nanobiotechnology  University of Isfahan,ast.ui.ac.ir,61,img\Pegah Zanjanchi-Muk1xZUAAAAJ.jpg
هادی,شاه مردای,LMetoTYAAAAJ,56252521000,Hadi Shahmoradi,University Of Isfahan,ase.ui.ac.ir,61,img\Hadi Shahmoradi-LMetoTYAAAAJ.jpg
نفیسه,نوری,PsiEyDwAAAAJ,55458070200,Nafise Nouri,Postdoc. Isfahan university,sci.ui.ac.ir,61,img\Nafise Nouri-PsiEyDwAAAAJ.jpg
مینا,مرادی زاده,ti9ggZAAAAAJ,55565375200,Mina Moradizadeh,Assistant Professor at University of Isfahan  Ph.D,eng.ui.ac.ir,61,img\Mina Moradizadeh-ti9ggZAAAAAJ.jpg
محمدرضا,ستاینده,x76L38oAAAAJ,,Mohammad Reza Setayandeh,Assistant professor of mechanical engineering  Shahreza campus  University of Isfahan,shr.ui.ac.ir,60,img\Mohammad Reza Setayandeh-x76L38oAAAAJ.jpg
فضه,ابراهیمی,RaK0BSEAAAAJ,57222295148,Fezzeh Ebrahimi,PhD in Knowledge& Information Science (information retrieval) University of Isfahan  IRAN,edu.ui.ac.ir,60,img\Fezzeh Ebrahimi-RaK0BSEAAAAJ.jpg
الهه,ملک زاده همدانی,fMMmMCgAAAAJ,57204830185,Elaheh Malekzadeh Hamedani,University of Isfahan,eng.ui.ac.ir,60,img\Elaheh Malekzadeh Hamedani-fMMmMCgAAAAJ.jpg
سعیده,خلیلیان,vz1uwrwAAAAJ,57204070989,saiede khalilian,Ph.D. candidate of Isfahan university,edu.ui.ac.ir,60,img\saiede khalilian-vz1uwrwAAAAJ.jpg
آزاده,قوچانی,G04HclIAAAAJ,53663453500,Azadeh Ghouchani,Assistant professor  Department of Biomedical Engineering  University of Isfahan,eng.ui.ac.ir,59,img\Azadeh Ghouchani-G04HclIAAAAJ.jpg
حمیدرضا,برادران کاشانی,WUIJz20AAAAJ,36996978700,Hamidreza Baradaran Kashani,Artificial Intelligence Department  Faculty of Computer Engineering  University of Isfahan,eng.ui.ac.ir,59,img\Hamidreza Baradaran Kashani-WUIJz20AAAAJ.jpg
احمد,گوگردچیان,z1fKcI4AAAAJ,58242326000,ahmad googerdchian,Assistant Professor  Department of Economics  University of Isfahan,ase.ui.ac.ir,59,img\ahmad googerdchian-z1fKcI4AAAAJ.jpg
احسان,بوالحسنی,SZuw6pAAAAAJ,55843386500,Ehsan Bolhasani,University of Isfahan,phys.ui.ac.ir,58,img\Ehsan Bolhasani-SZuw6pAAAAAJ.jpg
یاور,کریمی,amixEusAAAAJ,57212827821,Yavar Karimi,Isfahan University  PhD in Chemical Engineering,eng.ui.ac.ir,58,img\Yavar Karimi-amixEusAAAAJ.jpg
سید ناصر,سیدهاشمی,pw-KlsUAAAAJ,49361458800,Seyyed Naser Seyyed Hashemi,PhD. University of Isfahan,eng.ui.ac.ir,58,img\Seyyed Naser Seyyed Hashemi-pw-KlsUAAAAJ.jpg
امیرمحمد,عابدینی,zGCniCkAAAAJ,57217871380,Amirmohammad Abedini,Isfahan university,pds.ui.ac.ir,57,img\Amirmohammad Abedini-zGCniCkAAAAJ.jpg
امین,سعادت,NBaviKIAAAAJ,56005465000,Amin Saadat,PHD of Electrical Engineering  University of Isfahan  Isfahan  IRIran,eng.ui.ac.ir,57,img\Amin Saadat-NBaviKIAAAAJ.jpg
حامد,سیارخلج,TukdTQIAAAAJ,57967293400,hamed sayarkhalaj,Phd of Sociology  Isfahan University,ltr.ui.ac.ir,56,img\hamed sayarkhalaj-TukdTQIAAAAJ.jpg
سادات,هاشمی نسب,zVbZQVgAAAAJ,57205601253,sadat hasheminasab,Department of Physical Geography  University of Isfahan  Isfahan  Iran,geo.ui.ac.ir,56,img\sadat hasheminasab-zVbZQVgAAAAJ.jpg
محسن,رضایی,0GttMZ8AAAAJ,54080254100,Mohsen Rezaei,Ph.D in Condensed matter (Solid state) physics  Univercity of Isfahan,sci.ui.ac.ir,56,img\Mohsen Rezaei-0GttMZ8AAAAJ.jpg
سیدعلی,حسین زاده صلاتی,CXSbNsEAAAAJ,55932910700,Seyedali Hosseinzadeh Salati,University of Isfahan,ui.ac.ir,55,img\Seyedali Hosseinzadeh Salati-CXSbNsEAAAAJ.jpg
شهرام,معینی,KQB83b8AAAAJ,57210285632,Shahram Moeeni,Assistant Professor of Economics  University of Isfahan,ase.ui.ac.ir,55,img\Shahram Moeeni-KQB83b8AAAAJ.jpg
نرگس,وزین,QbtTTv0AAAAJ,57221599992,Narges Vazin,Assistant Professor  University of Isfahan,geo.ui.ac.ir,55,img\Narges Vazin-QbtTTv0AAAAJ.jpg
ریحانه,کردسدهی,oAn0DGkAAAAJ,57200702222,Reihaneh kordesedehi,Department of Biotechnology  Faculty of Biological Science and Technology  University of â€¦,sci.ui.ac.ir,55,img\Reihaneh kordesedehi-oAn0DGkAAAAJ.jpg
ناصر,ترابی,pKKoGxUAAAAJ,55655956700,Nasser Torabi,University of Isfahan,eng.ui.ac.ir,54,img\Nasser Torabi-pKKoGxUAAAAJ.jpg
زهره,بیکی,lLtAxSMAAAAJ,46160962900,zohre beiki,University of Isfahan ( Email: z.beiki@eng.ui.ac.ir Phone: +98-31-37934057),eng.ui.ac.ir,54,img\zohre beiki-lLtAxSMAAAAJ.jpg
الهام سادات,بهینه,WtcjY54AAAAJ,57144613500,Elham Sadat Behineh,PhD.Department of Chemical Engineering  Faculty of Engineering  University of Isfahan â€¦,eng.ui.ac.ir,54,img\Elham Sadat Behineh-WtcjY54AAAAJ.jpg
مسعود,کثیری,ZvwYypAAAAAJ,57566048000,masood kasiri,University Of Isfahan,ltr.ui.ac.ir,52,img\masood kasiri-ZvwYypAAAAAJ.jpg
محبوبه,طغیانی,ZzKE09wAAAAJ,56606048300,Mahboubeh Toghyani,Assistant Professor at Department of Chemical Engineering  University of Isfahan,eng.ui.ac.ir,52,img\Mahboubeh Toghyani-ZzKE09wAAAAJ.jpg
محمد,قربانی,yLIxs_AAAAAJ,56152546100,Mohammad Ghorbani,Assistant Professor of Mechanical Eng.  Shahreza Campus  University of Isfahan,shr.ui.ac.ir,52,img\Mohammad Ghorbani-yLIxs_AAAAAJ.jpg
زهرا,مرادی,0deugpwAAAAJ,56038689600,Zahra Moradi,Ph.D of Physics  University of Isfahan,sci.ui.ac.ir,50,img\Zahra Moradi-0deugpwAAAAJ.jpg
مرضیه,عبیدی,Y2e0DHEAAAAJ,55504097400,Marzieh Obeydi,Post-doctoral fellow; University of Isfahan,eng.ui.ac.ir,50,img\Marzieh Obeydi-Y2e0DHEAAAAJ.jpg
علی,ربانی خوراسگانی,Fvd325IAAAAJ,57219571480,Ali Rabbani Khorasgani,Professor of Sociology  University of Isfahan,ltr.ui.ac.ir,50,img\Ali Rabbani Khorasgani-Fvd325IAAAAJ.jpg
جواد,باقریان,ZnhytbUAAAAJ,36343435200,javad bagherian,University of Isfahan,sci.ui.ac.ir,49,img\javad bagherian-ZnhytbUAAAAJ.jpg
فرزین,محبوب سردرودی,a5P05dMAAAAJ,57221589822,Farzin Mahboob Sardroudi,M.Sc. graduate from University of Isfahan,eng.ui.ac.ir,49,img\Farzin Mahboob Sardroudi-a5P05dMAAAAJ.jpg
نوشین,سلیمانی اصل,xTNelAwAAAAJ,57207828509,Nooshin Soleymani Asl,PhD student in Retrieving Information and knowledge  University of Isfahan,edu.ui.ac.ir,49,img\Nooshin Soleymani Asl-xTNelAwAAAAJ.jpg
برومند,حسینی,JulU42AAAAAJ,57209719210,Barumand Hosseini,Department of Biotechnology  Faculty of Biological Science and Technology  University of â€¦,ast.ui.ac.ir,49,img\Barumand Hosseini-JulU42AAAAAJ.jpg
مهدی,قادریان,6MUhRDUAAAAJ,57952453200,Mehdi Ghaderian,Ph.D. sport science  sport injuries and corrective exercises. University of Isfahan,spr.ui.ac.ir,48,img\Mehdi Ghaderian-6MUhRDUAAAAJ.jpg
مریم,دژطاهریان,lXRgmKcAAAAJ,57205140563,MARYAM DEZHTAHERIYAN,Ph.D of lndustrial Management  university of Isfahan,ase.ui.ac.ir,48,img\MARYAM DEZHTAHERIYAN-lXRgmKcAAAAJ.jpg
امیرعباس,ورشوی,JvaKc_QAAAAJ,54945351400,Amir Abbass Varshovi,University of Isfahan,sci.ui.ac.ir,47,img\Amir Abbass Varshovi-JvaKc_QAAAAJ.jpg
علی,آقاسی,l8MkkUYAAAAJ,57216225342,ali aghasi,University of Isfahan,eng.ui.ac.ir,47,img\ali aghasi-l8MkkUYAAAAJ.jpg
محمد,شاهی,d-xFjfcAAAAJ,57212501892,Mohammad Shahi,University of Isfahan,fgn.ui.ac.ir,47,img\Mohammad Shahi-d-xFjfcAAAAJ.jpg
حسین,متین,uEZ3Q-sAAAAJ,58838079200,Hossein matin; hosein matin; ط­ط³غŒظ† ظ…طھغŒظ†,Department of counseling  Faculty of Education and psychology  University of Isfahan  Iran.,edu.ui.ac.ir,47,img\Hossein matin; hosein matin; ط­ط³غŒظ† ظ…طھغŒظ†-uEZ3Q-sAAAAJ.jpg
نرجس,سلمانی,1cjnaaIAAAAJ,57209822306,Narjes Salmani,Post-doctorall fellow  University of Isfahan,cet.ui.ac.ir,47,img\Narjes Salmani-1cjnaaIAAAAJ.jpg
نگین,آبادانی,wi9W4R8AAAAJ,57224483448,Negin Abadani,Msc Student of Software Engineering  University of Isfahan,eng.ui.ac.ir,46,img\Negin Abadani-wi9W4R8AAAAJ.jpg
مهدی,طغیانی,cuZe_rQAAAAJ,57191663277,Mahdi Toghyani,Assistant profesor of economics  university of isfahan,ase.ui.ac.ir,45,img\Mahdi Toghyani-cuZe_rQAAAAJ.jpg
احسان,آقابابایی,Hu0H7E8AAAAJ,56006920600,Ehsan Aqababaee,Assistant Professor  Department of sociology  University of Isfahan ,ltr.ui.ac.ir,45,img\Ehsan Aqababaee-Hu0H7E8AAAAJ.jpg
مارال,قوشانی,9wC2te0AAAAJ,56527170400,maral ghoshani,Double-PhD student  University of Isfahan and university of Castilla-La Mancha,sci.ui.ac.ir,45,img\maral ghoshani-9wC2te0AAAAJ.jpg
سید حمیدرضا,شاوران,Y4wjQSUAAAAJ,55214416300,Sayed Hamidreza Shavaran,Assisstant Professor  University of Isfahan,edu.ui.ac.ir,45,img\Sayed Hamidreza Shavaran-Y4wjQSUAAAAJ.jpg
حسین,آهنگر,KUrXHCwAAAAJ,57211365967,Hosein Ahangar,University of isfahan,sci.ui.ac.ir,45,img\Hosein Ahangar-KUrXHCwAAAAJ.jpg
آزاده,فروزان فر,AD3X8u4AAAAJ,,Azadeh Forouzanfar (ORCID: 0000-0002-4162-4958),University of Isfahan  Iran.,edu.ui.ac.ir,44,img\Azadeh Forouzanfar (ORCID: 0000-0002-4162-4958)-AD3X8u4AAAAJ.jpg
آرزو,قلاوند,R8K6UhkAAAAJ,57212248151,arezoo ghalavand,University of Isfahan,eng.ui.ac.ir,44,img\arezoo ghalavand-R8K6UhkAAAAJ.jpg
لیلا,ابراهیم خانی,MQJK1-AAAAAJ,57132941400,leila ebrahimkhani,PhD  Inorganic Chemistry  Isfahan University,sci.ui.ac.ir,43,img\leila ebrahimkhani-MQJK1-AAAAAJ.jpg
ایمان,زارع,sabMplYAAAAJ,54396407500,Iman Zare,University of Isfahan - Shahreza Campus,shr.ui.ac.ir,43,img\Iman Zare-sabMplYAAAAJ.jpg
سمیرا,اسیری,uqseWP0AAAAJ,56513859800,samira asiri,M.Sc. in Mechatronic Engineering. Department of Mechanical Engineering  University of â€¦,eng.ui.ac.ir,42,img\samira asiri-uqseWP0AAAAJ.jpg
فرشاد,خادمیان زاده,FqzL-2gAAAAJ,57211522085,Farshad Khademianzadeh,M.Sc. in Mechatronic Engineering. Department of Mechanical Engineering  University of â€¦,eng.ui.ac.ir,42,img\Farshad Khademianzadeh-FqzL-2gAAAAJ.jpg
مهدی,گنجور,t_mXboIAAAAJ,35810047600,Mahdi Ganjvar,Associate Professor of Islamic Philosophy And Theology  University of Isfahan,ltr.ui.ac.ir,42,img\Mahdi Ganjvar-t_mXboIAAAAJ.jpg
علیرضا,آرش پور,xOgKSdwAAAAJ,56703674000,alireza arashpour,Isfahan University  Department of law Iran Isfahan,ase.ui.ac.ir,42,img\alireza arashpour-xOgKSdwAAAAJ.jpg
محسن,احمدی جبلی,_vjQsOQAAAAJ,57329175500,Mohsen Ahmadi Jebeli,PhD Candidate of Mechanical Engineering/ Applied Design  University of Isfahan ,eng.ui.ac.ir,41,img\Mohsen Ahmadi Jebeli-_vjQsOQAAAAJ.jpg
علی,ابذل,TOSR_NMAAAAJ,48560992000,Ali Abzal,Assistant Professor  Geomatics Department  University of Isfahan.,cet.ui.ac.ir,41,img\Ali Abzal-TOSR_NMAAAAJ.jpg
زهرا,حیدری دارانی,wtW_CDEAAAAJ,57883871900,Zahra Heidari Darani,Master degree  University of Isfahan,ast.ui.ac.ir,41,img\Zahra Heidari Darani-wtW_CDEAAAAJ.jpg
حمیدرضا,پاشا زانوس,GDrfp1wAAAAJ,57201681223,hamidreza pashazanous,university of Isfahan Bonn University,ltr.ui.ac.ir,40,img\hamidreza pashazanous-GDrfp1wAAAAJ.jpg
خدیجه,نصراللهی,eo4_K50AAAAJ,57210576037,khadijh nasrollahi,associated professor  Economics department  University of Isfahan,ase.ui.ac.ir,40,img\khadijh nasrollahi-eo4_K50AAAAJ.jpg
میلاد,شیرازی,odZVPz4AAAAJ,,Milad shirazi,PhD student in Mechanics  University of Isfahan,eng.ui.ac.ir,40,img\Miladshirazi-odZVPz4AAAAJ.jpg
حسن,فتاحی نفچی,gVaHDTAAAAAJ,57191444207,Hasan Fattahi Nafchi,Department of Accounting  University of Isfahan  Isfahan  Iran,ase.ui.ac.ir,39,img\Hasan Fattahi Nafchi-gVaHDTAAAAAJ.jpg
امین,حاجیان نژاد,HDPidYkAAAAJ,,Amin Hajiannejad,Assistant Professor   Department of Accounting   University of Isfahan,ase.ui.ac.ir,39,img\Amin Hajiannejad-HDPidYkAAAAJ.jpg
خاطره,مختاری,CRmhW9EAAAAJ,57776239500,khatere Mokhtari,Department of Cellular and Molecular Biology  University of Isfahan,sci.ui.ac.ir,39,img\khatere Mokhtari-CRmhW9EAAAAJ.jpg
فاطمه,خسروی,DR5C8icAAAAJ,57190497380,Fatemeh Khosravi,Assistant Professor  University of Isfahan,mcs.ui.ac.ir,39,img\Fatemeh Khosravi-DR5C8icAAAAJ.jpg
میلاد,شعربافیون,JmaompkAAAAJ,57205680232,Milad Sharbafiun,Student of Physics  University of Isfahan,sci.ui.ac.ir,38,img\Milad Sharbafiun-JmaompkAAAAJ.jpg
مریم,هاشمی,K07lKNMAAAAJ,55423540800,Maryam Hashemi,Department of Statistics  Khansar Campus  University of Isfahan  Isfahan  Iran,khc.ui.ac.ir,38,img\Maryam Hashemi-K07lKNMAAAAJ.jpg
عباس,حاتمی,uGCpVbgAAAAJ,56414585100,Abbas Hatami,associate professor of political science  university of Isfahan,ase.ui.ac.ir,38,img\Abbas Hatami-uGCpVbgAAAAJ.jpg
سید هدایت اله ,داورپناه,k1af_OQAAAAJ,57226314940,Seyed hedayat davarpanah,Doctor of Higher Education Management  Professor (Assistant) at University of Isfahan,edu.ui.ac.ir,38,img\Seyed hedayat davarpanah-k1af_OQAAAAJ.jpg
علی اصغر,مباشری,bonVHFcAAAAJ,59297330200,Ali Asghar Mobasheri,University of Isfahan  Isfahan  Iran,ase.ui.ac.ir,38,img\Ali Asghar Mobasheri-bonVHFcAAAAJ.jpg
ابراهیم,سلیمی کوچی,72FEmR4AAAAJ,56175466100,Ebrahim SALIMIKOUCHI,Associate Professor  University of Isfahan,fgn.ui.ac.ir,37,img\Ebrahim SALIMIKOUCHI-72FEmR4AAAAJ.jpg
پوریا,شیخ بهائی,14YvGEgAAAAJ,57696432000,Pouria Sheikhbahaei,PhD in Civil Engineering  University of Isfahan,trn.ui.ac.ir,37,img\Pouria Sheikhbahaei-14YvGEgAAAAJ.jpg
ایمان,باستانی فر,4JqnBiAAAAAJ,58970186100,iman bastanifar,Associate professor .Department of Economics.University of Isfahan,ase.ui.ac.ir,36,img\iman bastanifar-4JqnBiAAAAAJ.jpg
حسن,پوربافرانی,PX0XdmYAAAAJ,,Hassan Poorbafrani,Associate Professor  Department of Law  University of Isfahan,ase.ui.ac.ir,36,img\Hassan Poorbafrani-PX0XdmYAAAAJ.jpg
